userid,finalgrade,top_features,top_values
fff08d59edf251b6e9563660991119559cc23ad78c316da40a216eb6737f8435,0.0,"Quiz_Reviewed, Quiz_Submitted, Quiz_Viewed, Module_Views, Total_Time_Online","-40.347, -17.493, -7.165, -1.344, -1.295"
ac416c6fc944ab0bc3a1ee2fc59963e17f992d10e59e8f5f9ccdf8728c3238c9,88.8889,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Meeting_Joined","6.327, 2.293, -2.056, 1.080, 0.926"
eed5a1f4d5e2186fe581a2d85f9f4f01602a08521c492f0724fe77bf1eb4f9e6,92.5,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Quiz_Viewed, Files_Uploaded","6.051, 2.449, -1.871, -1.431, -0.882"
ebcb8db38e3cc4b0ffd95ce3d3baf91de2b645ce35cf5aa536469ad2ae41c172,88.8889,"Quiz_Submitted, Content_Views, Files_Uploaded, Session_Start_Hour_STD, Files_Downloaded","-3.948, -1.494, -1.283, -1.277, 0.990"
632cf5390b5c9d293613907549a12c47f1c0f785548f35c1db7c2a9e89d0a089,77.7778,"Quiz_Submitted, Files_Uploaded, Meeting_Joined, Session_Interval_CV, Quiz_Viewed","-3.438, -1.163, -1.006, -0.736, 0.720"
371d919b3d3bea29808bed659392a0d1252cf020e877b9ce4fe8d3773f42dadb,88.8889,"Quiz_Submitted, Session_Start_Hour_STD, Meeting_Joined, Files_Downloaded, Quiz_Reviewed","-4.195, -1.160, -0.845, 0.797, -0.612"
3729769646d286bb12fad70bd46742e0b282985d82cd4c23bbea8c2f9cdef09d,100.0,"Quiz_Submitted, Quiz_Reviewed, Session_Interval_CV, Files_Uploaded, Assignments_Submitted","-7.267, -6.228, -2.116, 1.950, 1.393"
5941f9a7f5979bcb289826c17615ce82403683857a441cc355a4587f414781c5,77.7778,"Files_Uploaded, Meeting_Joined, Quiz_Reviewed, Quiz_Submitted, Quiz_Started","3.411, -2.418, 2.083, 1.537, -1.242"
5da7699d6bb56db8a7c5d48a6a19afa490a94d96f630b8cdd88883194cfe52d8,91.66667,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Quiz_Viewed","5.288, 2.285, 2.167, -1.422, 1.381"
ac7fa4c4574f863fd684fcd464ead53a21c009f977f2c74768b914c8653e3de5,77.7778,"Quiz_Reviewed, Quiz_Submitted, Meeting_Joined, Files_Uploaded, Assignments_Submitted","-6.553, -4.869, 1.825, -1.109, -0.745"
6806e7eb5a2d13313f8b982fd5c5f77218c009089ddcf837eaff04c3efac99b6,83.33333,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Messages_Sent","6.258, 2.396, 2.140, -2.121, -1.189"
a8613510cd891095cfd8277288ce36c4b53bc3ba66ea39aa14fcc55fccdafd17,62.5,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Quiz_Viewed","7.351, 2.479, -1.941, -1.642, 0.683"
95ee9dd525388d6a5ac5b72d75db32f0d4544ef31944914e6e63f6e999ccc746,100.0,"Quiz_Submitted, Files_Uploaded, Quiz_Reviewed, Module_Views, Quiz_Viewed","4.790, 2.166, 1.859, -1.784, 1.438"
a144dd56a4acb8f941769ed706f44664c841fc019359bde75df71ebcfade8cf6,55.55555,"Quiz_Submitted, Quiz_Reviewed, Module_Views, Quiz_Started, Files_Uploaded","5.389, 2.026, -1.980, -1.676, -1.111"
d1db8fddbd50b3af77c50164ab0b198e96b350d48492bb36b9338b9de597b8fa,100.0,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Quiz_Viewed","5.590, 1.826, -1.741, -1.679, 1.487"
758d4c7f386f64ad5c327c335939b7410cf857f791c3ee846a0648f5c19ee11d,77.7778,"Quiz_Submitted, Quiz_Reviewed, Assignments_Submitted, Session_Start_Hour_STD, Quiz_Viewed","-6.553, -6.243, 2.031, 1.673, -1.062"
79780f3df8f546c9dea5cbb036277f31873b5f08c586593ad6405b07ed8411c5,88.8889,"Quiz_Submitted, Quiz_Started, Files_Uploaded, Quiz_Reviewed, Quiz_Viewed","5.531, -2.708, 2.144, 2.022, -0.636"
458b89db2eb56468368c2e2230ca61ec2286e884dbe15debacd535cfddac4c42,100.0,"Quiz_Submitted, Files_Uploaded, Session_Start_Hour_STD, Meeting_Joined, Module_Views","-5.360, 1.047, -0.926, 0.729, 0.615"
16ee16d30796a7424ed1a8e2ff68821d814c867fb5058ccda0af0e9d0475bf1c,77.7778,"Quiz_Submitted, Files_Uploaded, Quiz_Reviewed, Messages_Sent, Quiz_Started","5.117, 2.417, 2.337, -2.066, -1.756"
628e77102139e42ff89e6181a337013ed5f24b561a92b1ed763ba66a832e7368,81.4814,"Quiz_Submitted, Files_Uploaded, Quiz_Viewed, Quiz_Reviewed, Quiz_Started","2.962, -2.713, -1.788, -1.375, -0.989"
62ff4c27ee9038dcb930015a955546ce34762142e928825e1cd2cc0271e54b59,83.33335,"Files_Uploaded, Quiz_Reviewed, Quiz_Submitted, Quiz_Started, Quiz_Viewed","5.274, -4.090, 3.528, -2.757, -1.191"
9fc199e926b54855ba3d3088bf366da10f065337f0106ac4616f59b9ff937108,33.3333,"Quiz_Submitted, Quiz_Started, Module_Views, Files_Downloaded, Avg_Time_Per_Session","-8.681, -2.335, -1.750, 1.385, -1.107"
6a5b6336007cde30abcca919a592b70217ed6dabf02ac0fb31a6f66af93fae79,100.0,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Messages_Sent","5.692, 2.293, 2.091, -1.852, 0.864"
5135014d4251d137e8449749d70626c0c97001b7418f2a6494c228afc0da108d,83.59023,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Quiz_Viewed","6.465, 2.322, -2.196, 1.421, -0.901"
a5b0f53b06b364a6a2dbb94bcdf9240f7433c4626bff261d3ce0b8299de47296,94.71595,"Quiz_Submitted, Files_Uploaded, Quiz_Reviewed, Quiz_Started, Files_Downloaded","4.281, -1.752, 1.382, -1.364, 1.228"
7cbf70f1ca34d9e44281031d6d66a451e7003da0053c64c44a75de240a8dc443,91.66667,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Messages_Sent","6.076, 2.231, -1.954, 1.751, 0.861"
a8a24c941a70705be9ae14cb88cca884db64211a615842653a4cc86589f8922e,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Messages_Sent, Files_Uploaded","5.859, 2.184, -1.931, -1.404, 1.290"
9a626af530312683b6366fbd495b153e6ee5a4705011a67adfb382edd5985cf5,79.16667,"Quiz_Submitted, Quiz_Viewed, Quiz_Reviewed, Quiz_Started, Files_Uploaded","5.174, 2.566, 1.944, -1.543, -1.274"
820c1ef8e8290a5d1464b694c6c3d0d835e2b9a73f7daa286283aa772f5a0efc,88.8889,"Meeting_Joined, Quiz_Reviewed, Files_Downloaded, Quiz_Started, Module_Views","-2.161, 2.017, -1.641, -1.342, 1.220"
eed5a1f4d5e2186fe581a2d85f9f4f01602a08521c492f0724fe77bf1eb4f9e6,91.66667,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Messages_Sent","5.687, 1.959, -1.769, 1.730, 0.934"
0cbf4b67a51882f4da86e388246fd2579b52026b5357d85e611d6df587be448c,89.16666,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Module_Views, Quiz_Viewed","7.650, -2.414, 2.267, 1.059, -0.639"
901940d2136429937d13d9bd20eb5d0a92a6397c357bd0c5f877b4ca2c589b95,100.0,"Quiz_Submitted, Files_Uploaded, Quiz_Started, Session_Start_Hour_STD, Files_Downloaded","3.533, 2.680, -1.567, 1.208, -0.870"
43bd739eb08f6e82fe45e751c825dc3be890131f215c6ea3d65c38f57cc8c176,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Meeting_Joined","6.686, 2.148, -2.134, 1.049, 0.989"
7787102c8bc0cf25c1e01a105eff5a4a40bdcb9e8044786a115afe1a43b062b8,98.8304,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Quiz_Viewed, Files_Uploaded","6.892, 2.399, -2.045, -1.425, -1.186"
9a626af530312683b6366fbd495b153e6ee5a4705011a67adfb382edd5985cf5,80.55557,"Quiz_Submitted, Module_Views, Quiz_Reviewed, Quiz_Started, Quiz_Viewed","4.977, -2.880, 1.977, -1.624, 1.189"
ef277d0b70d2b68e0b1efcffa099383b31810df2d6ba43c0b9094a06c78ee65e,83.33335,"Files_Uploaded, Quiz_Submitted, Quiz_Reviewed, Meeting_Joined, Quiz_Started","2.992, 2.266, 2.160, -2.088, -1.555"
6f954ef7fa7d19f881ca4096d6eb141cb290083b58970f1a633d72bb3d732a2f,88.8889,"Quiz_Submitted, Meeting_Joined, Files_Uploaded, Quiz_Started, Quiz_Viewed","3.811, -3.588, 3.286, -1.462, 0.730"
cef43080653fa573b1716c742487eed8600c68ae93f47ee9cda650754898437e,71.71262,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Module_Views, Content_Views","7.598, 2.414, -2.011, 1.703, -1.321"
e3c1fd09ced25e6eebbea22c71864df3e08bfb31650cbe6255c5d687c5eaa890,90.84655,"Quiz_Submitted, Session_Start_Hour_STD, Files_Uploaded, Quiz_Reviewed, Quiz_Viewed","6.176, -3.981, -2.515, 2.386, -2.064"
66fcd449c67251ec022ca80a6e3863dbe2fe8c0dbf230687e39363631857043f,95.2381,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Quiz_Viewed, Messages_Sent","6.598, 2.249, -2.082, -1.222, -1.070"
54b10d86104ec03e4297cd871f11e1d2892a88f53c9962e1778a566a755d2865,75.0,"Quiz_Submitted, Quiz_Reviewed, Assignments_Submitted, Files_Uploaded, Content_Views","-7.973, -6.011, 1.951, 1.222, 0.739"
14e3073b439a6a296102d546630d92b095393e12dc1cfaff698b034d084e316d,22.91665,"Quiz_Submitted, Files_Downloaded, Quiz_Reviewed, Files_Uploaded, Avg_Time_Per_Session","-4.963, -4.468, 1.354, -1.143, -1.043"
95ee9dd525388d6a5ac5b72d75db32f0d4544ef31944914e6e63f6e999ccc746,88.8889,"Quiz_Submitted, Module_Views, Session_Start_Hour_STD, Quiz_Reviewed, Avg_Time_Per_Session","-4.405, -2.871, -1.535, -1.518, -1.472"
48d27ce7e3d47b1e1aa314aa962010de99ed29ec4d66904576caa66a5098eb8a,43.33856,"Quiz_Submitted, Files_Downloaded, Session_Start_Hour_STD, Files_Uploaded, Quiz_Started","3.435, 3.164, 2.139, -1.998, -1.815"
035f7c101e6fb81e1c94e85b060bdb203c6fcc15935650a74ee1d38b340fa781,88.8889,"Quiz_Submitted, Session_Start_Hour_STD, Files_Uploaded, Meeting_Joined, Quiz_Started","-10.779, -1.969, 1.890, -1.036, -0.942"
dd0fb23ba8de73fe7ad8e031ffe5495be184a4f54a4a53ce852e26d3a187271d,66.6667,"Files_Uploaded, Quiz_Started, Quiz_Reviewed, Files_Downloaded, Messages_Sent","-2.512, -1.425, 1.359, -1.152, -0.983"
a1a9e7036734076913ec03734c3cd53c758a0aca448589cad2a026a93e348752,92.95635,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Module_Views, Quiz_Viewed","5.075, 2.189, -2.001, -1.898, -1.816"
0a3711e685d95946aa139875949a32272d0ad5c6d398c87b66007dbf413e5929,40.0,"Session_Start_Hour_STD, Quiz_Submitted, Session_Interval_CV, Module_Views, Quiz_Viewed","2.555, -2.308, -1.373, -1.184, 1.017"
36449807180f11dca7a18007dce60a872ed2b5df6b6a76b8d0ddfc0423eefff4,66.66665,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Meeting_Joined, Content_Views","6.689, -2.429, 2.114, -1.503, -1.337"
59f2c993bf568d019b7cebed138bcf87648e6422812735a17a011662425ba6e1,69.44443,"Quiz_Submitted, Quiz_Reviewed, Content_Views, Quiz_Viewed, Quiz_Started","6.708, 2.605, -2.551, 2.361, -1.507"
f7c190c4b8ed1332de1416460f6b0469cd2be4af65b6515c4cfe8834fca8f26f,100.0,"Files_Uploaded, Content_Views, Quiz_Submitted, Quiz_Reviewed, Files_Downloaded","4.511, -3.148, 1.717, 1.589, -1.502"
bd95e94656f56f9c3b511c2f01c648b732b45e74308bdb4dcf6fe2e1e14ce9d1,88.8889,"Quiz_Submitted, Files_Uploaded, Quiz_Started, Files_Downloaded, Messages_Sent","3.477, 2.189, -1.488, 0.955, 0.936"
3271744bb6b1834b84d90e188b5b1aa9a9af8eb5fee900f378eb9b6aa4f03afb,100.0,"Quiz_Submitted, Meeting_Joined, Quiz_Reviewed, Quiz_Started, Total_Time_Online","5.458, -3.443, 2.183, -1.548, -0.859"
901940d2136429937d13d9bd20eb5d0a92a6397c357bd0c5f877b4ca2c589b95,81.4814,"Quiz_Submitted, Meeting_Joined, Session_Start_Hour_STD, Session_Interval_CV, Module_Views","-3.042, -1.763, 1.412, 0.581, 0.474"
b4b7ed022aa9e28d44c5db715b99e496e62d45934fc212d4bc9eb3e1e3bb1322,83.33333,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Messages_Sent","7.034, 2.219, -2.171, 1.820, 1.110"
7e2ec26467ed7877bef63067e8fa583b50535ac904937abd6d55a7e6b749eb92,100.0,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Files_Uploaded, Quiz_Viewed","6.720, -2.198, 1.863, -1.033, -0.797"
09bd8ab817ebdd884dfc60c2ca12ce508da6ff115f1506ef29aaccac4d2f3306,94.44445,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Messages_Sent","7.659, 2.543, -2.385, 1.280, 1.082"
6806e7eb5a2d13313f8b982fd5c5f77218c009089ddcf837eaff04c3efac99b6,77.7778,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Content_Views, Files_Uploaded","6.824, 2.269, -2.065, -1.552, 0.941"
f276f73c212775961c1340ff7721a48a0ad38755cf9ed4e9e7fc30e9068ad48e,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Meeting_Joined","5.237, 2.148, -1.824, 1.799, 0.476"
c84e8aaca30f92ab19cf66e1b66103a1877e8aab04d3f2635b4c7793acd680c1,79.16667,"Quiz_Submitted, Session_Start_Hour_STD, Quiz_Started, Files_Downloaded, Files_Uploaded","2.948, 2.664, -2.355, 1.666, -1.304"
9faa11d931c85622951f2df53fb0a2126c72ec6a82f685e7d759a0fe63c8d922,82.53965,"Quiz_Submitted, Quiz_Reviewed, Assignments_Submitted, Content_Views, Files_Uploaded","-8.855, -6.660, -1.605, 1.506, -1.312"
87d2ff86d02b6ce74aeed8292e612de8f0a71418d6facd366c1157f0a1fb1e73,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Messages_Sent","5.986, 2.121, -2.094, 1.482, 0.946"
56f59cec405373ccbad65ab6564b9e77d9102daae134f7537551c67295f6a3f5,49.25125,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Module_Views, Content_Views","7.702, -2.369, 2.055, 1.552, -1.346"
0ed22c5ba40af7bbdf43ce31ced357001d82bb146495467228baafdf715c6da5,91.66667,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Module_Views, Files_Uploaded","6.034, 2.644, -1.918, 1.536, -0.918"
0a9c2638d31ddd92bb9162a6396d3ab5d123c20dc54d554de81f5b592dd3dbf5,100.0,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Quiz_Viewed, Files_Uploaded","6.682, -2.248, 2.238, -1.447, -1.139"
303aa3de0297aade6896801435db5ccfd188c166f1a27310d7fa5670a6702f1e,68.05557,"Files_Uploaded, Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Meeting_Joined","4.940, 1.888, 1.782, -1.193, 0.706"
96536a8b32f1cfc36ecf83ead9dddfc07e41fe4050f3e1d04e128dc3d8a1ec1d,48.1481,"Quiz_Submitted, Quiz_Reviewed, Files_Downloaded, Assignments_Submitted, Files_Uploaded","-6.690, -4.769, -1.953, 1.566, 1.159"
1087a6c85b175f4f00faf92a16028473ad9aa02989a7f75cd842d2d4bae7bea2,88.8889,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Quiz_Viewed","5.290, 1.934, -1.714, 1.567, -0.770"
7d377b03a55c3848a08720ef8f1aa7c1eba41e23bb143de8cbb34d44a1d9ba10,91.66667,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Messages_Sent","7.220, 2.593, -2.430, 1.010, 0.894"
adf2120517a70ee292e225aa21350f40f744c8e5571ad9d0296a9a03e889d8bf,100.0,"Quiz_Submitted, Quiz_Reviewed, Meeting_Joined, Files_Uploaded, Quiz_Started","6.152, 2.419, -1.765, 1.754, -1.591"
7c090fdf9b7160925e6fab745843743a771b627712e4d8872370abe0d35dff6b,65.1852,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Content_Views","6.317, 2.660, -2.078, -1.851, -1.604"
848e82c00d7c1e73ad75dfc6e956132e1f4e1d217c98f145a9692fd18c08d0ba,72.2222,"Quiz_Submitted, Meeting_Joined, Quiz_Started, Quiz_Reviewed, Files_Uploaded","6.294, -3.731, -2.676, 2.384, 1.671"
3e883e1ecb100d5ea7b5834a222b48a5d925aec64000560b59e82d65e554379d,100.0,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Messages_Sent","5.812, 2.090, 2.079, -1.837, 1.017"
252aeff8db0e2bb12faf1e1fe86366d2de2b462dbd8769da25a1009fcd55ff2e,100.0,"Files_Uploaded, Quiz_Reviewed, Meeting_Joined, Quiz_Viewed, Quiz_Submitted","2.082, 1.975, -1.757, -1.705, 1.649"
409bc2439b0aaef799329cd9a8c280e0e5d875ebf9e28205dbd37158b9e822b3,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Meeting_Joined, Quiz_Viewed","5.703, 1.808, -1.687, -1.054, 0.853"
5cff361e436d1a1e5c45dd60aa55b8f5b8e6bf17bbecbef9d6c3d6ebca87b89f,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Meeting_Joined","5.221, 1.823, -1.293, 1.190, 1.017"
54533d1f1b02fab1b7ebe0e8415176096f4bddaabd35120ddcad369d66dfb142,93.05557,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Files_Downloaded","6.449, 2.560, -2.010, -1.474, 0.833"
ee17bd2df5b9289db186734d1208d7217bccf4ac5c873fbe6a925e98e72f18a6,100.0,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Quiz_Viewed","6.763, 2.559, -1.713, -1.616, 1.529"
e7f44c4c04a2122d300f95bff728afc1462fc6f56a0d03a29e80ab012bc149b6,77.7778,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Quiz_Viewed","6.574, 2.459, -2.428, 1.542, -0.537"
a109ea6757d603a682590e0bf0e79c6f719a1e233310056769c1f5615e0486d3,77.7778,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Messages_Sent","6.162, 2.518, 2.126, -2.018, 0.853"
469d8dd4d969619180fd39eb95a21f8e37dc393f8b369a3abfe07bac58f1acac,88.8889,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Module_Views, Messages_Sent","7.548, 2.386, -2.153, 1.591, 1.052"
28291fbf9064381f10e603950d1a026b8b4098cd8a08ac025c97e7bf60ee1d29,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Quiz_Viewed, Files_Uploaded","6.521, 2.377, -1.924, 0.995, -0.962"
8656736481f1011f6bde782206d7ddd3b918483640bf47c4740eb78e095b1374,100.0,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Files_Uploaded, Meeting_Joined","5.809, -1.966, 1.962, 1.712, 0.987"
53331ce2deb194e444547fce2d196571cffb6e4cb6f39218c02151300e4e025e,91.66667,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Meeting_Joined","6.104, 2.305, 2.267, -2.184, 0.842"
486164c489ba57fac281417f656f0e52924cd2b5b34a009cc3dd6c217564e435,73.99123,"Quiz_Submitted, Messages_Sent, Content_Views, Quiz_Started, Quiz_Viewed","4.932, -2.293, -2.078, -2.035, -1.931"
0f27e489a9862986465eca27b7a82ca1506c5415ee96f1d92c40bfe183b07eff,100.0,"Files_Uploaded, Files_Downloaded, Quiz_Submitted, Meeting_Joined, Quiz_Reviewed","3.553, -2.494, 2.484, -2.268, 2.156"
c38dbf95725ba03e9b5e1abf74968fdee8dd5e8d52e35cf18155f07048620b42,66.66667,"Quiz_Submitted, Quiz_Started, Files_Uploaded, Module_Views, Files_Downloaded","-6.359, -3.832, 2.614, -2.241, 1.082"
7e2ec26467ed7877bef63067e8fa583b50535ac904937abd6d55a7e6b749eb92,100.0,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Quiz_Viewed, Messages_Sent","6.827, -2.043, 2.028, 0.904, 0.888"
ac416c6fc944ab0bc3a1ee2fc59963e17f992d10e59e8f5f9ccdf8728c3238c9,94.24185,"Quiz_Submitted, Quiz_Started, Meeting_Joined, Quiz_Reviewed, Module_Views","6.689, -2.701, -2.390, 2.156, 0.880"
90b3eed25f77861d3fddf288201c512656f45e8585f7a12a83f38e96ab913dc7,77.7778,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Session_Start_Hour_STD, Meeting_Joined","-9.341, -6.319, 2.490, 1.407, -0.976"
452806d8000e373b0b31e0084dd804b6814ed8bb7058e5255a097850c5c33b4f,100.0,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Started, Quiz_Viewed","4.914, 2.081, 1.672, -1.411, 1.357"
3349bad6d76282c81d8ff22dd131a2a0b83210675d2b0cfd9fc0312b4db55c57,58.33333,"Quiz_Reviewed, Quiz_Started, Files_Uploaded, Quiz_Submitted, Messages_Sent","-9.614, -5.251, -3.507, 2.159, -1.404"
662771555e44af7229439aec51c0db7861f139e2e57d04c820b88b9f83357f84,91.66667,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Messages_Sent, Files_Uploaded","7.126, 2.214, -1.935, 1.246, 1.237"
417af69964c12fe42b2a6b556221003aa38477fc8d5ca284330252676e3a44fe,66.6667,"Quiz_Submitted, Quiz_Reviewed, Quiz_Viewed, Assignments_Submitted, Course_Views","-7.716, -5.145, -3.369, -1.829, -1.789"
c2db6f8157f793702336f393172e6fc34038cd52d4ae238f89d41f780f588e70,91.66667,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Session_Start_Hour_STD","6.117, 2.463, -1.814, 1.296, 1.243"
e389bb72db10aec2a1b71138d64d0f5ecdf080b1b2371934cac285fe0f9b6109,91.66667,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Quiz_Viewed, Files_Uploaded","6.509, 2.127, -1.893, 1.420, -0.836"
d433f4eaa7f51bfd7d1c70eebff342142a75de13248babbdcc6f1b49c914513e,77.7778,"Quiz_Reviewed, Meeting_Joined, Quiz_Submitted, Messages_Sent, Files_Uploaded","-1.680, -1.298, -1.242, -0.837, -0.762"
26b723e1ecc62bc721223bfab105864b867139bd597f8391df770ca0b5cc6d7b,100.0,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Content_Views","6.266, 2.265, -2.039, 1.618, -1.146"
4754f039a51334c34d008a7095c57174276430bf0c4b934ec391a1a6fcdc5669,88.8889,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Meeting_Joined","5.686, 1.792, -1.564, 1.239, 0.845"
b3d32cecade115a7056d6097b294d93af798bed4f0c7970cc8fdc9fe6dc82e35,83.33333,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Meeting_Joined","5.597, 2.113, -1.767, 1.622, 0.793"
6058f73d95bccbc2d8074170ad9cb82e5ed0274ae70387252cf2d22aee10afa3,100.0,"Files_Uploaded, Quiz_Reviewed, Quiz_Submitted, Meeting_Joined, Quiz_Started","3.023, 2.308, 2.267, -2.236, -1.229"
7f91d29b4af8bda8c6e7027b8feb4acd0d0a0f0c321ac097c8f5867af7247143,77.7778,"Quiz_Submitted, Module_Views, Quiz_Reviewed, Course_Views, Files_Uploaded","-1.617, -1.444, -1.370, -1.358, -1.287"
3e883e1ecb100d5ea7b5834a222b48a5d925aec64000560b59e82d65e554379d,95.83333,"Quiz_Submitted, Quiz_Started, Quiz_Reviewed, Meeting_Joined, Files_Uploaded","6.022, -1.763, 1.708, 1.035, 1.016"
b44e4fe7efb0763db53120dea59eb52016b5610ba293d6125f8985f63b8b59be,100.0,"Quiz_Reviewed, Files_Uploaded, Files_Downloaded, Quiz_Submitted, Quiz_Started","2.050, -1.595, 1.539, 1.419, -1.267"
382d3a15b9df41f83bf2463bb079938941c0eeb04d4ac32afb46d7634d9cdb39,88.8889,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Meeting_Joined","5.706, 2.211, -1.917, 1.638, 0.881"
2de266322bc3445157130a4024fd947527f88b6ff7efa3b9e07760b4b219c5ba,88.8889,"Quiz_Submitted, Module_Views, Session_Interval_CV, Avg_Time_Per_Session, Files_Uploaded","-2.943, -1.930, -1.536, -1.313, -1.281"
e616f930c36fbe32855487b49bbee7f74fdb63affad62d2378c54c187498ae5d,100.0,"Quiz_Submitted, Files_Uploaded, Quiz_Reviewed, Quiz_Started, Content_Views","6.504, 2.636, 2.362, -1.728, -1.383"
09c6580bd0e9a916136a2504a42cea427751f7f091ac82e307336bb6398610a9,78.5119,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Quiz_Viewed, Files_Uploaded","6.639, 2.226, -1.994, -1.893, -1.765"
6241a251a3eb24f6d26954653a9c580a9540e156d854ee76a29e84dcc28ef62f,44.44443,"Quiz_Submitted, Quiz_Reviewed, Files_Uploaded, Quiz_Viewed, Content_Views","5.671, -3.264, -2.302, 1.752, -1.503"
4ccca0d0d6f2debb930ad8abb629f6c20ef7b7ab058cde81c08d89cce1d61d77,98.8304,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Quiz_Viewed","5.851, 2.353, -2.011, -1.411, -0.755"
9cb85978b2d7fd65b6fa70b9c2ef667e6a9fa7b14209cdfe42a939641c41ea0e,77.67858,"Quiz_Submitted, Quiz_Viewed, Quiz_Reviewed, Quiz_Started, Messages_Sent","4.996, -1.589, 1.577, -1.395, -1.053"
426999483f673222d9dbb1140c9d0c25b6376a82d146525d9d5b43d63a708752,82.7381,"Quiz_Submitted, Files_Uploaded, Quiz_Started, Quiz_Reviewed, Total_Time_Online","5.293, -2.049, -1.551, 1.533, -1.116"
4a7bb039e42f34e719554797a0fecf9bfb7973ababc9e644d0a15001df75f2fe,70.3703,"Files_Uploaded, Quiz_Reviewed, Quiz_Started, Meeting_Joined, Files_Downloaded","-2.262, 1.576, -1.325, -1.262, 1.071"
5135014d4251d137e8449749d70626c0c97001b7418f2a6494c228afc0da108d,51.8519,"Quiz_Submitted, Meeting_Joined, Session_Start_Hour_STD, Files_Uploaded, Quiz_Reviewed","-4.363, -1.146, -1.049, 0.678, -0.616"
47583d27aa1e0b12e086aed524960ad3961148fe9d4d34e32c5bd3885252752f,96.66667,"Quiz_Submitted, Quiz_Reviewed, Quiz_Started, Files_Uploaded, Quiz_Viewed","7.141, 2.309, -2.226, -1.103, -0.976"
b3686571c334f8c7a604f223c4bfa1b19cf2f4b50a5d2955f2f5ba31083c65ef,33.3333,"Quiz_Reviewed, Quiz_Submitted, Content_Views, Course_Views, Session_Interval_CV","-35.104, -16.924, -4.380, -1.190, 1.028"
